publish_date,headline_text
20030419,russias red star is 85 years old
20030824,least nine dead iraqi ethnic clashes
20030818,s korea fires n korean boat
20030804,qld nats call changes child abuse act
20030524,spl nixes falkirk promotion bid
20030316,blues wickets fall day three
20030925,bali bomber waives sentence appeal
20030728,soldiers targeted iraq grenade attack
20030912,new campaign target tourists
20030920,buckley ready ports rough stuff malthouse
20031221,bin laden tape appears old cia says
20030325,mp welcomes dump clean up
20030905,woden intersections canberras worst crash sites
20031118,townsville street closed street light
20030411,trezeguets season not say juventus
20030701,sa water restrictions begin today
20030917,men charged tobacco seizure
20031202,govt flags further concessions sweeten
20030316,thousands march world possible war
20030916,nats put focus thuringowa seat
20031201,authorities identify turkish suicide bomber
20030707,greens welcome power plant deal
20030308,blues crush crusaders reds remain winless
20030505,gg should talk pm future costello
20031111,french forced make changes
20030328,council adopts water saving technology
20031211,cash flows ansett workers
20030515,hopes sweet deal boost sugar industry
20031017,rba head says look china
20031014,public get election vote reminder
20030309,hewitt dents hopes
20030607,beazley lobbies secure alp leadership
20031022,e timor welcomes mahathir
20030925,gas power station proponent not planning compo
20031122,protests take centre stage afis
20031204,contes howler gives milan the edge italian cup
20031215,iraqi australians welcome saddams capture
20030520,ancelotti calls reserves cup final
20030610,abs reviews rockhampton district boundaries
20030618,residents urged offer feedback hot waste
20031219,police out force holiday period
20030930,heras drops down rankings vuelta win
20030428,crime prevention schemes get funds
20030513,michael jackson sues record label millions
20031228,minister blames theft gun crime rise
20030525,united states host womens world cup report
20030822,hamas launches rockets israeli towns
20031016,ice cool thorne unworried canada score
20030331,atsic blame indigenous health unfair robinson
20030821,car production strike ends
20030627,independent arbiter tackle fmp dispute
20030311,families plea sa shooting suspects come
20030305,australia appeals public flogging saudi
20031104,nt operation digs up drugs and guns
20031030,group offer oyster advice nsw govt
20031028,singh is new world number two
20030725,liberia faces human disaster battles rage
20030318,mine death inquest findings due today
20030302,more rural doctors needed conference told
20031220,key suspect istanbul suicide blasts formally
20031003,howard tightlipped bush details
20030223,opec pledges oil will flow war
20030930,rare hopping mouse discovered
20030329,adf adjusting unconventional warfare
20030318,police review capsicum spraying teens
20030424,disappointment bakery closure decision
20030804,states stand stamp duty housing review
20030401,senior planning officer appointed kimberley
20030807,union considers legal action stop tyre plant
20030717,govts urged boost health service funding
20031124,share market remains steady
20030731,soldiers attack raids continue
20030916,36 feared dead nepal bus accident
20031005,yuvraj india squad new zealand test
20030520,five rebels killed aceh fighting
20031031,petrol station hold up triggers police man hunt
20030919,fire crews gain upper hand straddie bushfires
20030519,singh pulls colonial
20030606,govt urged fund airport security upgrades
20030704,lloyd boots bombers victory
20031114,beattie challenge accc tabcorp bid
20030925,pan workers jobs the line
20031023,man accused machete bar incident
20030319,residents unhappy federal grant boost tv
20031206,maoists accused abducting 200 students
20031030,six men charged child porn bust
20030315,bush waives pakistan sanctions
20030923,rocca fronts tribunal
20030917,swedish police issue warrant fugitive knifeman
20030325,urges iraq abide geneva convention
20030603,jacklin appointed rest the world captain
20031218,hamilton green top will favour bowlers
20031210,nrma workers deny putting motorists risk
20030908,riverina drought area decreases
20031128,cobar worried losing staff bourke
20030908,airport sale talk premature
20031116,palestinian teenager killed israeli troops
20031105,qld critical nsws reprehensible tugun bypass
20030404,nurse be based perth airport combat sars
20031112,ganguly promises controversy free tour
20030323,brogden likely stay election loss
20031217,figures highlight central aust sex attacks
20030228,tourism plan released wagga wagga
20030302,pies cup semis
20031213,kuwaiti media targeted letter bombs
20030819,hanson jury locked up the night
20030826,detonators found indian rail track
20030609,verkerk left wondering real worth
20031111,all options considered keep rail services
20030909,mushtaq spins sussex closer maiden title
20031027,lucas heights spent fuel rods shipment france
20031105,older people more risk drowning
20030926,public feedback sought land issue plans
20030224,all ords jumps 33 points higher
20031024,central australian fires destroy luxury resort
20030312,call extend alcohol restrictions top end
20030408,miner boost indigenous workers
20030807,united forfeits cost league spot
20030430,tallis wage talk wrong broncos boss
20030606,review magnesium plan gains support
20030928,barrichello eyes gp hat trick
20030930,schwarzeneggers popularity soars ballot nears
20030722,ethanol industry gets 10m top up
20030615,govt wants mobile jamming devices jails
20030428,murdered trios sister asks public help
20030522,heavy delays sydney airport security breach
20030314,environment strategy introduced japan
20031015,uni staff protest over industrial policies
20030406,60 dead bangladesh boat accident
20030821,woolies and caltex join forces
20030512,club challenges councils decision table top
20030604,atsic discussion paper close completion
